timestamp,temp,soil_temp,city
2026-04-28T14:00,5.6,6.3,Singapore
2026-04-28T15:00,6.9,9.9,Singapore
2026-04-28T16:00,8.6,12.9,Singapore
2026-04-28T17:00,10.0,15.4,Singapore
2026-04-28T18:00,11.2,17.2,Singapore
2026-04-28T19:00,12.1,18.5,Singapore
2026-04-28T20:00,12.7,19.1,Singapore
2026-04-28T21:00,12.9,18.5,Singapore
2026-04-28T22:00,12.8,17.1,Singapore
2026-04-28T23:00,12.6,15.5,Singapore
2026-04-29T00:00,12.2,13.9,Singapore
2026-04-29T01:00,11.7,12.1,Singapore
2026-04-29T02:00,11.0,10.4,Singapore
2026-04-29T03:00,9.9,9.1,Singapore
2026-04-29T04:00,8.7,7.9,Singapore
2026-04-29T05:00,7.6,6.9,Singapore
2026-04-29T06:00,6.7,6.1,Singapore
2026-04-29T07:00,6.0,5.5,Singapore
2026-04-29T08:00,5.4,5.0,Singapore
2026-04-29T09:00,4.9,4.3,Singapore
2026-04-29T10:00,4.6,3.7,Singapore
2026-04-29T11:00,4.6,3.8,Singapore
2026-04-29T12:00,4.7,4.6,Singapore
2026-04-29T13:00,5.1,6.0,Singapore
2026-04-29T14:00,5.9,8.1,Singapore
2026-04-29T15:00,7.3,11.4,Singapore
2026-04-29T16:00,9.2,15.4,Singapore
2026-04-29T17:00,10.8,18.3,Singapore
2026-04-29T18:00,11.8,19.0,Singapore
2026-04-29T19:00,12.6,18.6,Singapore
2026-04-29T20:00,13.1,18.0,Singapore
2026-04-29T21:00,13.4,17.6,Singapore
2026-04-29T22:00,13.5,17.0,Singapore
2026-04-29T23:00,13.3,16.0,Singapore
